,location,total_sqft,bath,price,bhk
6759,Thigalarapalya,2072.0,4.0,151.0,4.0
6761,Thigalarapalya,1400.0,2.0,105.0,2.0
6762,Thigalarapalya,2215.0,4.0,162.0,4.0
6763,Thigalarapalya,1297.0,2.0,98.0,2.0
6764,Thigalarapalya,2215.0,4.0,152.0,4.0
6766,Thubarahalli,1200.0,2.0,78.0,2.0
6767,Thubarahalli,1128.0,2.0,75.0,2.0
6769,Thubarahalli,975.0,2.0,55.0,2.0
6770,Thubarahalli,1330.0,2.0,75.0,2.0
6771,Thubarahalli,1085.0,2.0,70.0,2.0
6772,Thubarahalli,1216.0,2.0,80.0,2.0
6773,Thubarahalli,1200.0,2.0,79.0,2.0
6774,Thubarahalli,1200.0,2.0,80.0,2.0
6775,Thubarahalli,1200.0,2.0,79.55,2.0
6776,Thubarahalli,1540.0,3.0,90.0,3.0
6777,Thubarahalli,2625.0,3.0,175.0,3.0
6779,Thubarahalli,1540.0,3.0,90.0,3.0
6780,Thubarahalli,1584.0,3.0,101.0,3.0
6781,Thyagaraja Nagar,800.0,1.0,100.0,1.0
6782,Thyagaraja Nagar,2000.0,4.0,145.0,4.0
6783,Thyagaraja Nagar,1270.0,2.0,95.25,2.0
6784,Thyagaraja Nagar,1040.0,2.0,68.0,2.0
6785,Tindlu,1500.0,2.0,87.0,2.0
6788,Tindlu,1500.0,3.0,87.0,3.0
6793,Tumkur Road,1500.0,3.0,95.0,3.0
6794,Tumkur Road,1779.0,3.0,112.0,3.0
6795,Tumkur Road,1586.0,3.0,100.0,3.0
6796,Tumkur Road,1098.0,2.0,72.0,2.0
6797,Tumkur Road,1354.0,3.0,90.0,3.0
6798,Tumkur Road,1240.0,2.0,84.0,2.0
6799,Tumkur Road,1239.0,2.0,82.0,2.0
6800,Tumkur Road,1246.0,2.0,82.0,2.0
6801,Tumkur Road,1500.0,3.0,100.0,3.0
6802,Tumkur Road,1789.0,3.0,98.0,3.0
6803,Tumkur Road,1416.0,3.0,94.0,3.0
6804,Tumkur Road,1027.0,2.0,60.0,2.0
6805,Tumkur Road,1027.0,2.0,68.62,2.0
6806,Tumkur Road,1459.0,2.0,95.0,2.0
6807,Tumkur Road,992.0,2.0,60.0,2.0
6809,Tumkur Road,1240.0,2.0,79.0,2.0
6810,Tumkur Road,1441.0,2.0,95.0,2.0
6811,Tumkur Road,1240.0,2.0,83.0,2.0
6812,Tumkur Road,1027.0,2.0,67.0,2.0
6813,Tumkur Road,1060.0,2.0,58.3,2.0
6814,Tumkur Road,992.0,2.0,70.0,2.0
6816,Tumkur Road,1354.0,3.0,85.86,3.0
6817,Ulsoor,2135.0,3.0,215.0,3.0
6818,Ulsoor,1275.0,2.0,120.0,2.0
6819,Ulsoor,1020.0,3.0,110.0,3.0
6820,Ulsoor,1180.0,2.0,100.0,2.0
6821,Ulsoor,1340.0,3.0,90.0,3.0
6822,Ulsoor,1500.0,2.0,125.0,2.0
6823,Ulsoor,2000.0,3.0,185.0,3.0
6824,Ulsoor,1255.0,2.0,120.0,2.0
6825,Ulsoor,1200.0,4.0,150.0,4.0
6826,Ulsoor,1685.0,4.0,185.0,4.0
6827,Ulsoor,2500.0,4.0,170.0,4.0
6828,Ulsoor,2135.0,3.0,170.0,3.0
6829,Ulsoor,1160.0,2.0,130.0,2.0
6855,Uttarahalli,1788.0,3.0,98.34,3.0
6871,Uttarahalli,1689.28,3.0,91.2,3.0
6873,Uttarahalli,1137.0,2.0,63.0,2.0
6874,Uttarahalli,1315.0,2.0,74.0,2.0
6879,Uttarahalli,1627.86,3.0,88.0,3.0
6882,Uttarahalli,1280.0,2.0,75.0,2.0
6883,Uttarahalli,661.0,1.0,36.0,1.0
6895,Uttarahalli,1100.0,1.0,45.0,1.0
6917,Uttarahalli,1163.0,2.0,68.0,2.0
6924,Uttarahalli,1099.0,2.0,65.0,2.0
6981,Uttarahalli,1125.0,1.0,45.0,1.0
6989,Uttarahalli,1165.0,1.0,42.09,1.0
7002,Varthur,1385.0,2.0,80.0,2.0
7010,Varthur,1250.0,3.0,71.0,3.0
7011,Varthur,1200.0,3.0,67.75,3.0
7014,Varthur,1012.0,2.0,59.0,2.0
7020,Varthur,1360.0,2.0,85.0,2.0
7023,Varthur,1395.0,2.0,79.0,2.0
7026,Varthur,1200.0,3.0,68.38,3.0
7029,Varthur,1035.0,2.0,60.0,2.0
7040,Varthur,1560.0,3.0,90.0,3.0
7045,Varthur,1000.0,1.0,65.0,1.0
7060,Vidyaranyapura,1440.0,2.0,95.0,2.0
7063,Vidyaranyapura,1200.0,4.0,90.0,4.0
7071,Vidyaranyapura,1120.0,2.0,70.0,2.0
7078,Vidyaranyapura,1100.0,2.0,75.0,2.0
7079,Vidyaranyapura,1100.0,2.0,72.0,2.0
7084,Vijayanagar,1704.0,3.0,110.0,3.0
7085,Vijayanagar,1933.0,3.0,129.0,3.0
7087,Vijayanagar,1450.0,3.0,100.0,3.0
7088,Vijayanagar,1580.0,2.0,134.0,2.0
7089,Vijayanagar,1826.0,3.0,121.0,3.0
7090,Vijayanagar,1739.0,3.0,116.0,3.0
7091,Vijayanagar,1490.0,3.0,100.0,3.0
7092,Vijayanagar,1180.0,2.0,65.0,2.0
7093,Vijayanagar,606.0,1.0,34.78,1.0
7095,Vijayanagar,1527.0,3.0,115.0,3.0
7096,Vijayanagar,989.0,2.0,60.0,2.0
7097,Vijayanagar,1520.0,2.0,103.0,2.0
7098,Vijayanagar,1749.0,3.0,117.0,3.0
7099,Vijayanagar,1046.0,2.0,75.0,2.0
7100,Vijayanagar,606.0,1.0,40.0,1.0
7102,Vijayanagar,1300.0,2.0,75.0,2.0
7104,Vijayanagar,1760.0,3.0,140.0,3.0
7105,Vijayanagar,2047.0,3.0,136.0,3.0
7106,Vijayanagar,1200.0,2.0,75.0,2.0
7107,Vijayanagar,1178.0,2.0,82.0,2.0
7109,Vijayanagar,2100.0,6.0,252.0,6.0
7110,Vijayanagar,920.0,2.0,60.0,2.0
7111,Vijayanagar,1019.0,2.0,58.0,2.0
7113,Vijayanagar,1180.0,2.0,86.0,2.0
7115,Vijayanagar,2400.0,2.0,230.0,2.0
7116,Vijayanagar,492.0,1.0,40.0,1.0
7118,Vishveshwarya Layout,750.0,1.0,30.0,1.0
7167,Whitefield,1459.0,2.0,94.82,2.0
7172,Whitefield,1280.0,2.0,75.0,2.0
7174,Whitefield,1910.0,3.0,161.0,3.0
7175,Whitefield,3252.0,4.0,230.0,4.0
7179,Whitefield,1150.0,2.0,70.0,2.0
7180,Whitefield,1768.0,3.0,101.0,3.0
7182,Whitefield,4144.0,4.0,315.0,4.0
7183,Whitefield,4104.0,4.0,360.0,4.0
7184,Whitefield,1790.0,3.0,100.0,3.0
7185,Whitefield,1720.0,3.0,100.0,3.0
7192,Whitefield,1447.0,2.0,83.0,2.0
7194,Whitefield,1897.0,3.0,130.0,3.0
7195,Whitefield,2225.0,2.0,125.0,2.0
7197,Whitefield,1113.0,2.0,62.0,2.0
7198,Whitefield,2268.0,3.0,163.0,3.0
7201,Whitefield,2400.0,4.0,200.0,4.0
7203,Whitefield,1360.0,2.0,95.0,2.0
7205,Whitefield,1697.0,3.0,94.79,3.0
7206,Whitefield,5000.0,4.0,400.0,4.0
7207,Whitefield,3000.0,5.0,250.0,5.0
7208,Whitefield,1700.0,3.0,115.0,3.0
7211,Whitefield,2842.0,3.0,162.0,3.0
7215,Whitefield,1500.0,3.0,130.0,3.0
7216,Whitefield,1280.0,2.0,75.0,2.0
7218,Whitefield,1405.0,2.0,78.0,2.0
7220,Whitefield,1272.0,2.0,95.05,2.0
7223,Whitefield,1192.0,2.0,71.0,2.0
7227,Whitefield,1626.0,3.0,89.0,3.0
7228,Whitefield,1585.0,3.0,88.0,3.0
7229,Whitefield,1125.0,2.0,62.0,2.0
7230,Whitefield,1280.0,2.0,85.0,2.0
7231,Whitefield,1200.0,3.0,68.5,3.0
7232,Whitefield,4000.0,4.0,330.0,4.0
7233,Whitefield,1697.0,3.0,108.0,3.0
7235,Whitefield,3606.0,4.0,312.0,4.0
7236,Whitefield,1485.0,2.0,90.0,2.0
7237,Whitefield,950.0,1.0,50.0,1.0
7239,Whitefield,825.0,1.0,45.0,1.0
7243,Whitefield,1216.0,2.0,79.0,2.0
7248,Whitefield,920.0,2.0,63.0,2.0
7250,Whitefield,1170.0,2.0,71.0,2.0
7251,Whitefield,1118.0,2.0,75.0,2.0
7252,Whitefield,1800.0,3.0,110.0,3.0
7253,Whitefield,1562.0,3.0,103.0,3.0
7254,Whitefield,1190.0,2.0,67.0,2.0
7257,Whitefield,1320.0,2.0,95.0,2.0
7260,Whitefield,3010.0,3.0,200.0,3.0
7261,Whitefield,1346.0,2.0,96.17,2.0
7267,Whitefield,905.0,1.0,55.0,1.0
7269,Whitefield,2268.0,3.0,146.0,3.0
7274,Whitefield,1697.0,3.0,115.0,3.0
7278,Whitefield,3250.0,5.0,290.0,5.0
7282,Whitefield,1269.0,2.0,75.0,2.0
7287,Whitefield,3262.0,4.0,260.0,4.0
7289,Whitefield,1132.0,2.0,79.28,2.0
7294,Whitefield,1195.0,2.0,70.0,2.0
7295,Whitefield,3480.0,4.0,284.0,4.0
7297,Whitefield,3004.0,4.0,285.0,4.0
7298,Whitefield,1250.0,2.0,72.0,2.0
7299,Whitefield,1340.0,2.0,77.0,2.0
7300,Whitefield,1320.0,2.0,79.5,2.0
7301,Whitefield,750.0,2.0,52.7,2.0
7309,Whitefield,1700.0,3.0,140.0,3.0
7310,Whitefield,4827.0,4.0,400.0,4.0
7311,Whitefield,1405.0,2.0,84.5,2.0
7313,Whitefield,3252.0,4.0,280.0,4.0
7315,Whitefield,1150.0,2.0,90.0,2.0
7318,Whitefield,624.0,1.0,35.0,1.0
7321,Whitefield,1700.0,3.0,95.0,3.0
7322,Whitefield,4960.0,4.0,400.0,4.0
7323,Whitefield,2928.0,4.0,198.0,4.0
7326,Whitefield,1216.0,2.0,84.0,2.0
7328,Whitefield,1840.0,3.0,140.0,3.0
7329,Whitefield,1778.0,3.0,122.0,3.0
7330,Whitefield,1400.0,2.0,80.0,2.0
7331,Whitefield,650.0,1.0,25.0,1.0
7332,Whitefield,2155.0,3.0,125.0,3.0
7333,Whitefield,905.0,1.0,52.0,1.0
7337,Whitefield,1216.0,2.0,69.06,2.0
7338,Whitefield,1216.0,2.0,75.0,2.0
7339,Whitefield,1355.0,2.0,78.0,2.0
7340,Whitefield,1255.0,2.0,77.0,2.0
7341,Whitefield,1216.0,2.0,73.0,2.0
7345,Whitefield,1745.0,3.0,100.0,3.0
7346,Whitefield,3200.0,4.0,224.0,4.0
7348,Whitefield,825.0,1.0,44.9,1.0
7352,Whitefield,1870.0,3.0,138.0,3.0
7355,Whitefield,1862.0,3.0,125.0,3.0
7356,Whitefield,1655.0,3.0,113.0,3.0
7357,Whitefield,530.0,1.0,29.44,1.0
7359,Whitefield,905.0,1.0,50.0,1.0
7363,Whitefield,905.0,1.0,52.0,1.0
7367,Whitefield,1216.0,2.0,83.0,2.0
7371,Whitefield,1355.0,3.0,76.0,3.0
7373,Whitefield,1216.0,2.0,75.0,2.0
7382,Whitefield,750.0,1.0,51.0,1.0
7384,Whitefield,1173.0,2.0,77.0,2.0
7385,Whitefield,1200.0,3.0,68.4,3.0
7388,Whitefield,1216.0,2.0,69.0,2.0
7393,Whitefield,2173.0,3.0,128.0,3.0
7395,Whitefield,905.0,1.0,62.0,1.0
7396,Whitefield,1870.0,3.0,138.0,3.0
7397,Whitefield,1320.0,2.0,99.26,2.0
7399,Whitefield,1485.0,2.0,96.51,2.0
7400,Whitefield,1755.0,3.0,101.0,3.0
7402,Whitefield,2225.0,3.0,149.0,3.0
7403,Whitefield,1250.0,2.0,82.0,2.0
7404,Whitefield,605.0,1.0,40.0,1.0
7407,Whitefield,2210.0,3.0,156.0,3.0
7408,Whitefield,1173.0,2.0,78.2,2.0
7409,Whitefield,1740.0,4.0,130.0,4.0
7410,Whitefield,1216.0,2.0,75.0,2.0
7412,Whitefield,1655.0,3.0,120.0,3.0
7415,Whitefield,1180.0,2.0,70.0,2.0
7421,Whitefield,905.0,1.0,60.0,1.0
7426,Whitefield,1216.0,2.0,67.0,2.0
7427,Whitefield,1452.0,3.0,90.0,3.0
7428,Whitefield,2850.0,5.0,240.0,5.0
7432,Whitefield,1295.0,2.0,78.5,2.0
7433,Whitefield,840.0,1.0,57.6,1.0
7438,Whitefield,1655.0,3.0,97.0,3.0
7439,Whitefield,1850.0,3.0,150.0,3.0
7440,Whitefield,1200.0,3.0,67.77,3.0
7441,Whitefield,1290.0,2.0,90.0,2.0
7444,Whitefield,1216.0,2.0,75.0,2.0
7445,Whitefield,1356.0,2.0,94.84,2.0
7446,Whitefield,1338.0,2.0,103.0,2.0
7453,Whitefield,1267.0,2.0,90.33,2.0
7455,Whitefield,1836.0,3.0,125.0,3.0
7457,Whitefield,3596.0,3.0,200.0,3.0
7461,Whitefield,1216.0,2.0,82.0,2.0
7462,Whitefield,1495.0,3.0,88.0,3.0
7463,Whitefield,1564.0,3.0,103.0,3.0
7467,Whitefield,1558.0,3.0,90.0,3.0
7468,Whitefield,1216.0,2.0,75.0,2.0
7469,Whitefield,1227.0,2.0,70.0,2.0
7470,Whitefield,1704.0,3.0,120.0,3.0
7471,Whitefield,1256.0,2.0,73.0,2.0
7474,Whitefield,1300.0,2.0,78.0,2.0
7475,Whitefield,1570.0,3.0,88.0,3.0
7476,Whitefield,1216.0,2.0,84.03,2.0
7477,Whitefield,1240.0,2.0,70.0,2.0
7478,Whitefield,1216.0,2.0,72.5,2.0
7481,Whitefield,1346.0,2.0,100.0,2.0
7485,Whitefield,2990.0,3.0,198.0,3.0
7488,Whitefield,1720.0,3.0,98.97,3.0
7489,Whitefield,1600.0,3.0,95.0,3.0
7490,Whitefield,1655.0,3.0,108.0,3.0
7491,Whitefield,1740.0,3.0,95.0,3.0
7493,Whitefield,1350.0,2.0,88.0,2.0
7495,Whitefield,1216.0,2.0,80.0,2.0
7496,Whitefield,2900.0,4.0,225.0,4.0
7497,Whitefield,1340.0,2.0,101.0,2.0
7502,Whitefield,1100.0,2.0,65.0,2.0
7505,Whitefield,3117.0,3.0,261.0,3.0
7506,Whitefield,1216.0,2.0,73.0,2.0
7508,Whitefield,3150.0,3.0,290.0,3.0
7514,Whitefield,2247.0,3.0,145.0,3.0
7517,Whitefield,1160.0,2.0,67.0,2.0
7518,Whitefield,1216.0,2.0,66.88,2.0
7519,Whitefield,1180.0,2.0,77.0,2.0
7520,Whitefield,2140.0,3.0,139.0,3.0
7521,Whitefield,1314.0,2.0,84.0,2.0
7524,Whitefield,1012.0,2.0,58.0,2.0
7528,Whitefield,1431.0,3.0,85.0,3.0
7529,Whitefield,524.0,1.0,29.0,1.0
7531,Whitefield,2135.0,3.0,149.0,3.0
7533,Whitefield,3075.0,2.0,188.0,2.0
7534,Whitefield,1760.0,3.0,160.0,3.0
7535,Whitefield,1655.0,3.0,110.0,3.0
7536,Whitefield,840.0,1.0,57.0,1.0
7537,Whitefield,1725.0,3.0,106.0,3.0
7540,Whitefield,516.0,1.0,39.0,1.0
7542,Whitefield,6000.0,4.0,410.0,4.0
7543,Whitefield,1639.0,3.0,107.0,3.0
7544,Whitefield,1820.0,3.0,113.0,3.0
7550,Whitefield,4500.0,4.0,330.0,4.0
7551,Whitefield,1250.0,2.0,85.0,2.0
7553,Whitefield,1277.0,2.0,77.0,2.0
7554,Whitefield,1820.0,3.0,140.0,3.0
7555,Whitefield,3453.0,4.0,247.0,4.0
7565,Whitefield,1190.0,2.0,70.0,2.0
7567,Whitefield,1270.0,2.0,94.0,2.0
7568,Whitefield,1220.0,2.0,89.0,2.0
7571,Whitefield,3758.0,3.0,300.0,3.0
7576,Whitefield,1216.0,2.0,72.0,2.0
7578,Whitefield,5400.0,5.0,475.0,5.0
7584,Whitefield,1346.0,2.0,76.01,2.0
7587,Whitefield,1615.0,3.0,96.9,3.0
7593,Whitefield,1200.0,2.0,70.0,2.0
7594,Whitefield,1015.0,2.0,56.0,2.0
7596,Whitefield,1216.0,2.0,75.0,2.0
7598,Whitefield,2321.0,4.0,157.0,4.0
7599,Whitefield,1224.0,2.0,75.0,2.0
7600,Whitefield,1655.0,3.0,113.0,3.0
7605,Whitefield,1200.0,3.0,67.75,3.0
7607,Whitefield,1270.0,2.0,110.0,2.0
7608,Whitefield,1660.0,3.0,110.0,3.0
7609,Whitefield,1270.0,2.0,105.0,2.0
7611,Whitefield,1173.0,2.0,78.2,2.0
7612,Whitefield,1362.0,2.0,85.0,2.0
7613,Whitefield,1457.0,2.0,105.0,2.0
7614,Whitefield,1720.0,3.0,128.0,3.0
7618,Whitefield,1564.0,3.0,103.0,3.0
7622,Whitefield,1639.0,3.0,107.0,3.0
7623,Whitefield,1760.0,3.0,139.0,3.0
7624,Whitefield,613.0,1.0,48.0,1.0
7625,Whitefield,1730.0,3.0,125.0,3.0
7627,Whitefield,877.0,1.0,59.0,1.0
7628,Whitefield,3453.0,4.0,231.0,4.0
7630,Yelachenahalli,1464.0,2.0,105.0,2.0
7631,Yelachenahalli,2400.0,1.0,150.0,1.0
7632,Yelachenahalli,1700.0,3.0,130.0,3.0
7634,Yelachenahalli,897.0,2.0,85.0,2.0
7635,Yelachenahalli,1400.0,2.0,78.0,2.0
7636,Yelachenahalli,1330.0,3.0,73.5,3.0
7639,Yelachenahalli,1110.0,2.0,110.0,2.0
7643,Yelahanka,1326.0,2.0,78.0,2.0
7650,Yelahanka,1705.0,3.0,95.0,3.0
7651,Yelahanka,1234.0,2.0,80.0,2.0
7652,Yelahanka,1315.0,2.0,85.0,2.0
7654,Yelahanka,697.0,1.0,45.0,1.0
7658,Yelahanka,1614.0,3.0,95.0,3.0
7660,Yelahanka,628.0,1.0,24.0,1.0
7663,Yelahanka,654.0,1.0,38.4,1.0
7670,Yelahanka,1825.0,3.0,105.0,3.0
7671,Yelahanka,1603.0,3.0,96.0,3.0
7672,Yelahanka,1304.0,2.0,79.0,2.0
7681,Yelahanka,1327.0,2.0,85.0,2.0
7684,Yelahanka,1566.0,3.0,97.0,3.0
7686,Yelahanka,1270.0,2.0,78.0,2.0
7687,Yelahanka,1400.0,2.0,80.54,2.0
7689,Yelahanka,1322.0,2.0,86.0,2.0
7690,Yelahanka,1100.0,2.0,70.0,2.0
7691,Yelahanka,1200.0,2.0,70.0,2.0
7696,Yelahanka,654.0,1.0,37.0,1.0
7697,Yelahanka,1465.0,3.0,80.01,3.0
7706,Yelahanka,2145.0,3.0,125.0,3.0
7708,Yelahanka,1322.0,2.0,75.0,2.0
7710,Yelahanka,602.0,1.0,26.0,1.0
7712,Yelahanka,1614.0,2.0,100.0,2.0
7713,Yelahanka,1890.0,3.0,108.0,3.0
7714,Yelahanka,1556.0,3.0,86.0,3.0
7721,Yelahanka,1859.0,3.0,108.0,3.0
7723,Yelahanka,1322.0,2.0,80.0,2.0
7726,Yelahanka,2600.0,4.0,175.0,4.0
7727,Yelahanka,1305.0,2.0,78.0,2.0
7730,Yelahanka,1315.0,2.0,75.0,2.0
7733,Yelahanka,1614.0,3.0,95.0,3.0
7734,Yelahanka,1650.0,3.0,105.0,3.0
7740,Yelahanka,1620.0,3.0,90.0,3.0
7741,Yelahanka,654.0,1.0,36.25,1.0
7742,Yelahanka,1614.0,3.0,93.0,3.0
7743,Yelahanka,694.0,1.0,30.84,1.0
7746,Yelahanka,1653.0,3.0,93.0,3.0
7747,Yelahanka,654.0,1.0,38.0,1.0
7749,Yelahanka,1445.0,2.0,82.0,2.0
7751,Yelahanka,602.0,1.0,38.0,1.0
7752,Yelahanka,697.0,1.0,35.0,1.0
7754,Yelahanka,682.0,1.0,36.23,1.0
7756,Yelahanka,1560.0,2.0,98.0,2.0
7757,Yelahanka,1780.0,3.0,107.0,3.0
7758,Yelahanka,1342.0,2.0,75.0,2.0
7759,Yelahanka,1823.0,3.0,103.0,3.0
7760,Yelahanka,1792.0,3.0,104.0,3.0
7767,Yelahanka,1835.0,3.0,108.0,3.0
7770,Yelahanka,1890.0,3.0,109.0,3.0
7771,Yelahanka,700.0,1.0,38.0,1.0
7772,Yelahanka,1491.0,3.0,85.0,3.0
7774,Yelahanka,1330.0,2.0,93.65,2.0
7779,Yelahanka,1600.0,3.0,100.0,3.0
7784,Yelahanka,1350.0,2.0,85.0,2.0
7785,Yelahanka,1633.0,3.0,110.0,3.0
7786,Yelahanka,1355.0,2.0,75.0,2.0
7791,Yelahanka,1175.0,2.0,67.77,2.0
7792,Yelahanka,1322.0,2.0,77.9,2.0
7793,Yelahanka,602.0,1.0,33.0,1.0
7794,Yelahanka,1315.0,2.0,77.0,2.0
7797,Yelahanka,567.0,1.0,25.0,1.0
7801,Yelahanka,1234.0,2.0,80.0,2.0
7804,Yelahanka,1267.0,3.0,78.0,3.0
7805,Yelahanka,1360.0,2.0,78.19,2.0
7807,Yelahanka New Town,650.0,1.0,33.0,1.0
7808,Yelahanka New Town,500.0,1.0,20.0,1.0
7809,Yelahanka New Town,440.0,1.0,16.5,1.0
7810,Yelahanka New Town,1610.0,3.0,92.0,3.0
7812,Yelahanka New Town,650.0,1.0,20.0,1.0
7813,Yelahanka New Town,350.0,1.0,13.5,1.0
7816,Yelahanka New Town,650.0,1.0,17.0,1.0
7817,Yelahanka New Town,450.0,1.0,16.0,1.0
7822,Yelahanka New Town,1400.0,2.0,80.0,2.0
7823,Yelahanka New Town,450.0,1.0,15.0,1.0
7824,Yelahanka New Town,500.0,1.0,18.0,1.0
7827,Yelahanka New Town,2200.0,2.0,180.0,2.0
7828,Yelahanka New Town,488.0,1.0,20.0,1.0
7830,Yelahanka New Town,860.0,1.0,31.0,1.0
7833,Yelahanka New Town,650.0,1.0,18.0,1.0
7835,Yelahanka New Town,1740.0,3.0,150.0,3.0
7848,Yeshwanthpur,2502.0,3.0,138.0,3.0
7849,Yeshwanthpur,1693.0,3.0,108.0,3.0
7850,Yeshwanthpur,667.0,1.0,36.85,1.0
7851,Yeshwanthpur,1950.0,4.0,130.0,4.0
7853,Yeshwanthpur,665.0,1.0,36.85,1.0
7854,Yeshwanthpur,1161.0,2.0,64.08,2.0
7855,Yeshwanthpur,2557.0,3.0,141.0,3.0
7856,Yeshwanthpur,1850.0,3.0,100.0,3.0
7857,Yeshwanthpur,671.0,1.0,36.85,1.0
7858,Yeshwanthpur,1852.0,3.0,160.0,3.0
7859,Yeshwanthpur,668.0,1.0,36.85,1.0
7860,Yeshwanthpur,1185.0,2.0,75.84,2.0
7861,Yeshwanthpur,1195.0,2.0,100.0,2.0
7862,Yeshwanthpur,1826.0,3.0,165.0,3.0
7863,Yeshwanthpur,1313.0,3.0,96.0,3.0
7864,Yeshwanthpur,1400.0,2.0,100.0,2.0
7865,Yeshwanthpur,2559.0,3.0,141.0,3.0
7867,Yeshwanthpur,673.0,1.0,36.85,1.0
7870,Yeshwanthpur,1382.0,2.0,76.18,2.0
7871,Yeshwanthpur,669.0,1.0,36.85,1.0
7872,Yeshwanthpur,1385.0,2.0,76.18,2.0
7873,Yeshwanthpur,3027.0,4.0,260.0,4.0
7875,Yeshwanthpur,1200.0,4.0,110.0,4.0
7876,Yeshwanthpur,1679.0,3.0,92.13,3.0
7877,Yeshwanthpur,670.0,1.0,36.85,1.0
7878,Yeshwanthpur,1381.0,2.0,76.18,2.0
7879,Yeshwanthpur,1678.0,3.0,92.13,3.0
7880,Yeshwanthpur,1240.0,2.0,80.0,2.0
7881,Yeshwanthpur,1713.0,3.0,110.0,3.0
7882,Yeshwanthpur,1144.0,2.0,67.0,2.0
7883,Yeshwanthpur,1541.0,2.0,130.0,2.0
7884,Yeshwanthpur,2501.0,3.0,138.0,3.0
7885,Yeshwanthpur,1362.0,2.0,100.0,2.0
7886,Yeshwanthpur,666.0,1.0,36.8,1.0
7887,Yeshwanthpur,770.0,1.0,70.0,1.0
7888,Yeshwanthpur,1855.0,3.0,140.0,3.0
7889,Yeshwanthpur,2504.0,3.0,138.0,3.0
7890,Yeshwanthpur,1165.0,2.0,85.0,2.0
7891,Yeshwanthpur,1860.0,3.0,168.0,3.0
7892,Yeshwanthpur,1163.0,2.0,64.08,2.0
7893,Yeshwanthpur,1165.0,2.0,64.08,2.0
7894,Yeshwanthpur,1825.0,3.0,145.0,3.0
7895,Yeshwanthpur,1384.0,2.0,76.18,2.0
7896,Yeshwanthpur,994.0,2.0,54.67,2.0
7897,Yeshwanthpur,650.0,1.0,40.0,1.0
7898,Yeshwanthpur,1855.0,3.0,140.0,3.0
7899,Yeshwanthpur,1500.0,3.0,100.0,3.0
7900,Yeshwanthpur,1167.0,2.0,64.08,2.0
7901,Yeshwanthpur,1164.0,2.0,64.08,2.0
7902,Yeshwanthpur,1520.0,3.0,85.0,3.0
7903,Yeshwanthpur,1677.0,3.0,92.13,3.0
7904,Yeshwanthpur,674.0,1.0,36.85,1.0
7905,Yeshwanthpur,1383.0,2.0,76.18,2.0
7906,Yeshwanthpur,672.0,1.0,36.85,1.0
7907,Yeshwanthpur,1162.0,2.0,64.08,2.0
7908,Yeshwanthpur,1166.0,2.0,64.08,2.0
7909,Yeshwanthpur,1195.0,2.0,100.0,2.0
7910,Yeshwanthpur,1692.0,3.0,108.0,3.0
7913,Yeshwanthpur,2500.0,3.0,138.0,3.0
7914,Yeshwanthpur,1160.0,2.0,64.08,2.0
7915,Yeshwanthpur,1676.0,3.0,92.13,3.0
7916,Yeshwanthpur,2503.0,3.0,138.0,3.0
7917,Yeshwanthpur,1855.0,3.0,135.0,3.0
7918,Yeshwanthpur,1876.0,3.0,160.0,3.0
7919,Yeshwanthpur,1675.0,3.0,92.13,3.0
7920,other,2770.0,4.0,290.0,4.0
7923,other,600.0,1.0,38.0,1.0
7926,other,1500.0,2.0,185.0,2.0
7928,other,4395.0,3.0,240.0,3.0
7929,other,845.0,2.0,55.0,2.0
7930,other,2511.0,3.0,205.0,3.0
7931,other,1660.0,2.0,105.0,2.0
7934,other,1200.0,3.0,90.0,3.0
7938,other,782.0,2.0,55.68,2.0
7939,other,1800.0,3.0,120.0,3.0
7941,other,945.0,2.0,54.0,2.0
7942,other,1870.0,3.0,110.0,3.0
7943,other,1260.0,2.0,85.05,2.0
7945,other,2795.0,4.0,235.0,4.0
7947,other,1904.0,3.0,150.0,3.0
7948,other,2000.0,3.0,175.0,3.0
7951,other,1500.0,3.0,100.0,3.0
7953,other,1783.0,3.0,115.0,3.0
7954,other,912.0,2.0,70.0,2.0
7957,other,1580.0,3.0,100.0,3.0
7958,other,1415.0,3.0,78.0,3.0
7960,other,2405.0,4.0,260.0,4.0
7961,other,1500.0,2.0,115.0,2.0
7966,other,1060.0,2.0,60.0,2.0
7967,other,2600.0,8.0,180.0,8.0
7969,other,1285.0,2.0,72.5,2.0
7970,other,4050.0,3.0,280.0,3.0
7974,other,3045.0,3.0,170.0,3.0
7976,other,700.0,1.0,26.0,1.0
7977,other,900.0,2.0,110.0,2.0
7982,other,1560.0,3.0,115.0,3.0
7985,other,1200.0,4.0,165.0,4.0
7987,other,1645.0,3.0,95.0,3.0
7988,other,1200.0,2.0,79.0,2.0
7990,other,1350.0,2.0,140.0,2.0
7991,other,1800.0,3.0,150.0,3.0
7993,other,1762.0,3.0,125.0,3.0
7995,other,1200.0,3.0,90.0,3.0
7996,other,2023.71,3.0,275.0,3.0
8002,other,2150.0,4.0,240.0,4.0
8005,other,3309.0,4.0,325.0,4.0
8006,other,5000.0,9.0,360.0,9.0
8008,other,1150.0,2.0,126.0,2.0
8011,other,1200.0,2.0,74.0,2.0
8014,other,1753.0,3.0,120.0,3.0
8016,other,720.0,2.0,45.0,2.0
8019,other,1200.0,3.0,165.0,3.0
8020,other,700.0,1.0,41.0,1.0
